Sentence ID,File Name,Token ID,Form,Misc,Lemma,UPOS,XPOS,Features,Head,Deprel,Deps
Dk5-B-01_sentence_329,Dk5-B-01_mptf.csv,4,pahikārišnīg,fighting,pahikārišnīg,ADJ,_,_,5.0,advcl,1.0:acl
Dk5-B-01_sentence_330,Dk5-B-01_mptf.csv,1,druyistdār,accurate preserving,druyistdār,ADJ,_,_,6.0,nsubj,_
Dk5-B-01_sentence_332,Dk5-B-01_mptf.csv,10,dānāgēnīdār,imparting knowledge,dānāgēnīdār,ADJ,_,_,8.0,advcl,_
Dk5-B-01_sentence_332,Dk5-B-01_mptf.csv,28,paydāg,clear,paydāg,ADJ,_,_,_,root,_
Dk5-B-01_sentence_332,Dk5-B-01_mptf.csv,38,wēnābdāg,visible,wēnābdāg,ADJ,_,_,15.0,obj,14.0:nsubj:xsubj
Dk5-B-01_sentence_332,Dk5-B-01_mptf.csv,39,dānišnīg,knowable,dānišnīg,ADJ,_,_,15.0,advcl,13.0:acl
Dk5-B-01_sentence_333,Dk5-B-01_mptf.csv,11,wišādag,open,wišādag,ADJ,_,_,_,root,_
Dk5-B-01_sentence_334,Dk5-B-01_mptf.csv,16,wirrōyišnīg,believable,wurrawišn-īg,ADJ,_,_,21.0,advcl,12.0:acl
Dk5-B-01_sentence_337,Dk5-B-01_mptf.csv,5,keh,minor,keh,ADJ,Degree=Cmp,Degree=Cmp,_,root,_
Dk5-B-01_sentence_341,Dk5-B-01_mptf.csv,3,agāmāy,against the wish,a-gāmāy,ADJ,_,_,21.0,advcl,2.0:acl
Dk5-B-01_sentence_341,Dk5-B-01_mptf.csv,5,menišnīg,mental,menišnīg,ADJ,_,_,21.0,advcl,2.0:acl
Dk5-B-01_sentence_343,Dk5-B-01_mptf.csv,8,paydāg,clear,paydāg,ADJ,_,_,_,root,_
Dk5-B-01_sentence_344,Dk5-B-01_mptf.csv,10,kam,little,kam,ADJ,_,_,18.0,advcl,11.0:acl
Dk5-B-01_sentence_344,Dk5-B-01_mptf.csv,23,abēniyāz,unworried,abē-niyāz,ADJ,_,_,25.0,advcl,_
Dk5-B-01_sentence_346,Dk5-B-01_mptf.csv,3,mehmāntar,_,mehmān,ADJ,Degree=Cmp,Degree=Cmp,5.0,advcl,_
Dk5-B-01_sentence_349,Dk5-B-01_mptf.csv,11,abēpahikār,incontestable,abē-pahikār,ADJ,_,_,12.0,xcomp,_
Dk5-B-01_sentence_350,Dk5-B-01_mptf.csv,19,ǰudāg,separate,ǰudāg,ADJ,_,_,20.0,xcomp,_
Dk5-B-01_sentence_351,Dk5-B-01_mptf.csv,17,grāytar,severe,grāytar,ADJ,Degree=Cmp,Degree=Cmp,18.0,nsubj,_
Dk5-B-01_sentence_352,Dk5-B-01_mptf.csv,19,petyāragtom,wicked,petyārag,ADJ,Degree=Sup,Degree=Sup,_,root,_
Dk5-B-01_sentence_355,Dk5-B-01_mptf.csv,10,paydāg,clear,paydāg,ADJ,_,_,6.0,advcl,_
Dk5-B-01_sentence_356,Dk5-B-01_mptf.csv,1,mānāg,resembling,mānāg,ADJ,_,_,_,root,_
Dk5-B-01_sentence_358,Dk5-B-01_mptf.csv,3,tāštīg,certain,tāštīg,ADJ,_,_,4.0,xcomp,2.0:acl
Dk5-B-01_sentence_359,Dk5-B-01_mptf.csv,3,wirrōyišnīg,believable,wurrawišn-īg,ADJ,_,_,4.0,xcomp,_
Dk5-B-01_sentence_359,Dk5-B-01_mptf.csv,23,paydāg,clear,paydāg,ADJ,_,_,18.0,acl:relcl,_
Dk5-B-01_sentence_360,Dk5-B-01_mptf.csv,24,gētīyīg,worldly,gētīyīg,ADJ,_,_,29.0,advcl,18.0:acl
Dk5-B-01_sentence_362,Dk5-B-01_mptf.csv,6,abēzagtar,holy,abēzag,ADJ,Degree=Cmp,Degree=Cmp,1.0,acl:relcl,_
Dk5-B-01_sentence_366,Dk5-B-01_mptf.csv,5,škeft,odd,škeft,ADJ,_,_,6.0,advcl,2.0:acl
Dk5-B-01_sentence_366,Dk5-B-01_mptf.csv,31,mehmāntar,present,mehmān,ADJ,Degree=Cmp,Degree=Cmp,32.0,xcomp,28.0:acl|30.0:acl
Dk5-B-01_sentence_366,Dk5-B-01_mptf.csv,32,hupaydāg,clearly visible,hupaydāg,ADJ,Typo=Yes,Typo=Yes,25.0,acl:relcl,_
Dk5-B-01_sentence_367,Dk5-B-01_mptf.csv,29,gumānīg,doubtful,gumānīg,ADJ,_,_,_,root,_
Dk5-B-01_sentence_371,Dk5-B-01_mptf.csv,4,abāzdwārišnīg,retreating,abāz-dwārišnīg,ADJ,_,_,5.0,xcomp,_
Dk5-B-01_sentence_374,Dk5-B-01_mptf.csv,5,paydāg,apparent,paydāg,ADJ,_,_,9.0,advcl,_
Dk5-B-01_sentence_374,Dk5-B-01_mptf.csv,8,abargugāy,testified,abar-gugāy,ADJ,_,_,5.0,advcl,_
Dk5-B-01_sentence_376,Dk5-B-01_mptf.csv,4,zišt,indecent,zišt,ADJ,_,_,5.0,advcl,3.0:acl
Dk5-B-01_sentence_378,Dk5-B-01_mptf.csv,16,rōšn,clear,rōšn,ADJ,_,_,_,root,_
Dk5-B-01_sentence_379,Dk5-B-01_mptf.csv,21,wizendīg,harmful,wizendīg,ADJ,_,_,17.0,nmod,_
Dk5-B-01_sentence_384,Dk5-B-01_mptf.csv,12,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,13.0,advcl,9.0:acl
Dk5-B-01_sentence_385,Dk5-B-01_mptf.csv,4,zišt,indecent,zišt,ADJ,_,_,5.0,advcl,3.0:acl
Dk5-B-01_sentence_389,Dk5-B-01_mptf.csv,5,dūr,far,dūr,ADJ,_,_,6.0,advcl,2.0:acl
Dk5-B-01_sentence_389,Dk5-B-01_mptf.csv,31,ēzišnīg,ritual,ēzišn-īg,ADJ,_,_,35.0,xcomp,22.0:acl
Dk5-B-01_sentence_390,Dk5-B-01_mptf.csv,4,pāk,clean,pāk,ADJ,_,_,5.0,advcl,_
Dk5-B-01_sentence_395,Dk5-B-01_mptf.csv,18,gōwišnīg,professing,gōwišnīg,ADJ,_,_,_,acl,_
Dk5-B-01_sentence_396,Dk5-B-01_mptf.csv,21,passandišnīg,to be approved,passandišnīg,ADJ,_,_,_,root,_
Dk5-B-01_sentence_398,Dk5-B-01_mptf.csv,28,paydāg,clear,paydāg,ADJ,_,_,31.0,advcl,_
Dk5-B-01_sentence_398,Dk5-B-01_mptf.csv,29,škeft,extraordinary,škeft,ADJ,_,_,31.0,xcomp,_
Dk5-B-01_sentence_401,Dk5-B-01_mptf.csv,37,mādayān,essential,mādayān,ADJ,_,_,32.0,acl:relcl,_
Dk5-B-01_sentence_403,Dk5-B-01_mptf.csv,30,kam,minor,kam,ADJ,_,_,25.0,acl:relcl,_
Dk5-B-01_sentence_405,Dk5-B-01_mptf.csv,6,pāk,clean,pāk,ADJ,_,_,7.0,advcl,5.0:acl
Dk5-B-01_sentence_407,Dk5-B-01_mptf.csv,12,mādayān,essential,mādayān,ADJ,_,_,_,root,_
Dk5-B-01_sentence_414,Dk5-B-01_mptf.csv,17,wardišnīg,changeable,wardišnīg,ADJ,_,_,9.0,acl:relcl,_
Dk5-B-01_sentence_419,Dk5-B-01_mptf.csv,23,čimīg,reasonable,čimīg,ADJ,_,_,_,root,_
Dk5-B-01_sentence_421,Dk5-B-01_mptf.csv,9,kamīg,irrelevant,kamīg,ADJ,_,_,_,root,_
Dk5-B-01_sentence_424,Dk5-B-01_mptf.csv,19,homānāg,similar,homānāg,ADJ,_,_,26.0,advcl,16.0:acl
Dk5-B-01_sentence_426,Dk5-B-01_mptf.csv,2,xunak,happy,xunak,ADJ,Typo=Yes,Typo=Yes,_,root,_
Dk5-B-01_sentence_426,Dk5-B-01_mptf.csv,11,āgāh,aware,āgāh,ADJ,_,_,5.0,acl:relcl,_
2,Dk5_B.csv,1,panǰom,fifth,panǰom,ADJ,NumType=Ord,NumType=Ord,0,root,_
4,Dk5_B.csv,37,rasišnīg,approaching,rasišnīg,ADJ,_,_,24,acl:relcl,_
7,Dk5_B.csv,22,passazag,fitting,passazag,ADJ,_,_,0,root,_
12,Dk5_B.csv,7,hāwend,similar,hāwend,ADJ,_,_,26,advcl,_
12,Dk5_B.csv,16,bowandag,complete,bowandag,ADJ,_,_,26,advcl,1:acl
13,Dk5_B.csv,13,abar_dīdārīg,perceptible,abar-dīdārīg,ADJ,_,_,0,root,_
13,Dk5_B.csv,46,homānāg,similar,homānāg,ADJ,_,_,55,advcl,50:acl|52:acl|54:acl
16,Dk5_B.csv,2,paydāg,clear,paydāg,ADJ,_,_,0,root,_
19,Dk5_B.csv,9,āškārag,open,āškārag,ADJ,_,_,10,advcl,2:acl
21,Dk5_B.csv,3,bowandag,complete,bowandag,ADJ,_,_,5,obl,_
23,Dk5_B.csv,15,ǰānōmand,animate,gyānōmand,ADJ,_,_,18,xcomp,14:acl
25,Dk5_B.csv,26,dīdārīg,visible,dīdārīg,ADJ,_,_,0,root,_
30,Dk5_B.csv,11,hukunišn,of good behaviour,hukunišn,ADJ,_,_,10,nmod,_
30,Dk5_B.csv,27,wēnābdāg,envisioning,wēnābdāg,ADJ,_,_,29,advcl,_
36,Dk5_B.csv,11,paydāg,clear,paydāg,ADJ,_,_,2,acl:relcl,_
36,Dk5_B.csv,16,gōwizār,explicit,gōwizār,ADJ,_,_,12,advcl,_
40,Dk5_B.csv,4,polābdēn,steel,pōlāwadēn,ADJ,Typo=Yes,Typo=Yes,2,nmod,_
46,Dk5_B.csv,12,gumēzišnīg,commingled,gumēzišnīg,ADJ,_,_,11,nmod,_
50,Dk5_B.csv,8,wizīdag,selected,wizīdag,ADJ,_,_,17,advcl,_
50,Dk5_B.csv,16,druyist,right,drust,ADJ,_,_,17,advcl,15:acl
51,Dk5_B.csv,25,ōšmurišnīg,enumerated,ōšmurišnīg,ADJ,_,_,23,acl:relcl,_
52,Dk5_B.csv,17,awisēnišnīg,unseparable,awisānišnīg,ADJ,Typo=Yes,Typo=Yes,10,acl:relcl,12:acl:relcl
54,Dk5_B.csv,15,waštag,deviated,waštag,ADJ,_,_,19,ccomp,17:csubj:xsubj
54,Dk5_B.csv,17,rāst,right,rāst,ADJ,_,_,19,xcomp,15:acl
60,Dk5_B.csv,8,wāzag,rule,wāzag,ADJ,_,_,0,root,20:nsubj
62,Dk5_B.csv,4,nimūdār,explicating,nimūdār,ADJ,_,_,0,root,_
63,Dk5_B.csv,18,spōzān,violating,spōzān,ADJ,Tense=Pres|VerbForm=Part|Subcat=Tran,Tense=Pres|VerbForm=Part|Subcat=Tran,11,acl,_
64,Dk5_B.csv,6,anambasān,non-opposing,anambasān,ADJ,_,_,9,nsubj,_
66,Dk5_B.csv,32,ast,existent,ast,ADJ,_,_,29,nmod,_
66,Dk5_B.csv,34,nēst,non-existent,nēst,ADJ,_,_,29,nmod,_
69,Dk5_B.csv,9,nikōhīdag,despised,nikōhīdan,ADJ,_,_,12,advcl,15:acl|20:acl
76,Dk5_B.csv,2,rōšn,bright,rōšn,ADJ,_,_,0,root,_
77,Dk5_B.csv,2,tārīg,dark,tārīg,ADJ,_,_,0,root,_
80,Dk5_B.csv,19,hāwend,even,hāwend,ADJ,_,_,1,acl:relcl,_
84,Dk5_B.csv,5,hušnūd,content,hušnūd,ADJ,_,_,8,xcomp,_
85,Dk5_B.csv,17,passazag,fitting,passazag,ADJ,_,_,19,acl,_
92,Dk5_B.csv,23,hangirdīg,concise,hangirdīg,ADJ,_,_,25,nmod,_
92,Dk5_B.csv,54,hangirdīg,concise,hangirdīg,ADJ,_,_,59,nmod,_
92,Dk5_B.csv,80,hangirdīg,concise,hangirdīg,ADJ,_,_,86,nmod,_
97,Dk5_B.csv,4,paydāg,obvious,paydāg,ADJ,_,_,6,advcl,_
97,Dk5_B.csv,11,meh,greatest,meh,ADJ,Degree=Cmp,Degree=Cmp,8,nmod,_
97,Dk5_B.csv,38,paydāg,obvious,paydāg,ADJ,_,_,30,acl:relcl,_
109,Dk5_B.csv,4,paydāg,clear,paydāg,ADJ,_,_,0,root,_
113,Dk5_B.csv,6,murdag,dead,murdag,ADJ,_,_,5,nmod,_
115,Dk5_B.csv,7,rēman,filthy,rēman,ADJ,_,_,3,acl:relcl,_
116,Dk5_B.csv,41,pāk,clean,pāk,ADJ,_,_,42,xcomp,_
118,Dk5_B.csv,6,xwurdag,little,xwurdag,ADJ,_,_,9,obl,_
120,Dk5_B.csv,19,āgāh,aware,āgāh,ADJ,_,_,0,root,_
122,Dk5_B.csv,4,paydāg,revealed,paydāg,ADJ,_,_,0,root,_
123,Dk5_B.csv,77,mehmān,contained,mehmān,ADJ,_,_,73,acl:relcl,_
124,Dk5_B.csv,7,abāz_waštag,repugnant,abāz-waštag,ADJ,_,_,3,acl:relcl,_
124,Dk5_B.csv,27,rēman,dirty,rēman,ADJ,_,_,25,acl:relcl,_
125,Dk5_B.csv,7,awizīrišnīg,indispensable,awizīrišnīg,ADJ,_,_,2,advcl,_
127,Dk5_B.csv,3,brahnag,naked,brahnag,ADJ,_,_,0,root,_
128,Dk5_B.csv,1,wišādag,open,wišādag,ADJ,_,_,3,advcl,_
131,Dk5_B.csv,3,ēwēn,custom,ēwēn,ADJ,_,_,10,advcl,_
131,Dk5_B.csv,12,passazag,fitting,passazag,ADJ,_,_,10,advcl,_
131,Dk5_B.csv,15,passazag,fitting,passazag,ADJ,_,_,10,advcl,_
133,Dk5_B.csv,7,anašnāsag,unrecognisable,anašnāsag,ADJ,_,_,9,xcomp,_
134,Dk5_B.csv,9,pāk,clean,pāk,ADJ,_,_,16,xcomp,_
135,Dk5_B.csv,16,ābādān,thriving,ābādān,ADJ,_,_,17,advcl,13:acl
140,Dk5_B.csv,14,pāduxšāy,authorized,pādixšāy,ADJ,_,_,0,root,_
146,Dk5_B.csv,12,pāduxšāy,authorized,pādixšāy,ADJ,_,_,0,root,_
147,Dk5_B.csv,21,pāduxšāy,authorized,pādixšāy,ADJ,_,_,0,root,_
148,Dk5_B.csv,9,nē_rād,non-generous,nē-rād,ADJ,_,_,10,xcomp,_
150,Dk5_B.csv,2,čimīg,logical,čimīg,ADJ,_,_,0,root,_
153,Dk5_B.csv,6,bowandag,complete,bowandag,ADJ,_,_,0,root,_
156,Dk5_B.csv,7,anigerīd,disregardful,anigerīd,ADJ,_,_,13,advcl,_
161,Dk5_B.csv,6,paydāg,obvious,paydāg,ADJ,_,_,0,root,_
163,Dk5_B.csv,8,padīruftār,accepting,padīriftār,ADJ,_,_,0,root,_
163,Dk5_B.csv,16,ǰud_dādestān,of a different opinion,ǰud-dādestān,ADJ,_,_,8,acl:relcl,_
167,Dk5_B.csv,13,niyābag,fitting,niyābag,ADJ,_,_,0,root,_
169,Dk5_B.csv,4,niyābag,fitting,niyābag,ADJ,_,_,0,root,_
170,Dk5_B.csv,6,nāmčišttar,dedicated,nāmčišt,ADJ,Degree=Cmp,Degree=Cmp,3,nmod,_
174,Dk5_B.csv,8,paydāg,evident,paydāg,ADJ,_,_,0,root,_
184,Dk5_B.csv,26,bowandag,complete,bowandag,ADJ,_,_,27,xcomp,_
187,Dk5_B.csv,8,nēk,good,nēk,ADJ,_,_,3,acl:relcl,_
188,Dk5_B.csv,7,paydāg,visible,paydāg,ADJ,_,_,14,advcl,_
191,Dk5_B.csv,12,hāwand,similar,hāwand,ADJ,_,_,13,xcomp,_
200,Dk5_B.csv,14,anēwēn,improper,anēwēn,ADJ,_,_,0,root,_
202,Dk5_B.csv,2,pāk,clean,pāk,ADJ,_,_,9,advcl,1:acl
207,Dk5_B.csv,19,pāk,clean,pāk,ADJ,_,_,24,advcl,_
208,Dk5_B.csv,10,ǰomā,connected,ǰomā,ADJ,_,_,36,advcl,_
209,Dk5_B.csv,9,niyābag,fitting,niyābag,ADJ,_,_,0,root,_
211,Dk5_B.csv,14,bowandag,to the fullest,bowandag,ADJ,_,_,10,acl:relcl,_
216,Dk5_B.csv,10,niyāyišnīg,laudatory,niyāyišnīg,ADJ,_,_,5,advcl,_
218,Dk5_B.csv,3,anīrmad,without profit,anīrmad,ADJ,_,_,5,xcomp,_
219,Dk5_B.csv,10,ǰuttar,different,ǰuttar,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
221,Dk5_B.csv,5,paydāg,clear,paydāg,ADJ,_,_,7,xcomp,_
221,Dk5_B.csv,7,paydāg,clear,paydāg,ADJ,_,_,0,root,_
222,Dk5_B.csv,26,abd,wonderful,abd,ADJ,_,_,30,nmod,_
224,Dk5_B.csv,5,anhambadīg,uncontested,anhambadīg,ADJ,_,_,8,xcomp,_
225,Dk5_B.csv,8,ǰud_dādestān,of differing opinion,ǰud-dādestān,ADJ,_,_,4,acl:relcl,_
228,Dk5_B.csv,12,abzōnīg,increasing,abzōnīg,ADJ,_,_,13,xcomp,_
229,Dk5_B.csv,3,dōstag_čašm,favourable,dōstag-čašm,ADJ,_,_,0,root,_
230,Dk5_B.csv,19,paydāg,visible,paydāg,ADJ,_,_,15,ccomp,_
247,Dk5_B.csv,4,arzānīgān,worthy person,arzānīg,ADJ,Animacy=Hum|Number=Plur,Animacy=Hum|Number=Plur,6,xcomp,1:acl
252,Dk5_B.csv,7,rēmantar,filthy,rēman,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
252,Dk5_B.csv,10,zīwandag,alive,zīndag,ADJ,_,_,7,xcomp,_
254,Dk5_B.csv,12,rēman,filthy,rēman,ADJ,_,_,0,root,_
261,Dk5_B.csv,14,guft,said,guft,ADJ,Tense=Past|VerbForm=Part|Subcat=Tran,Tense=Past|VerbForm=Part|Subcat=Tran,15,xcomp,5:acl
265,Dk5_B.csv,18,paydāgtar,visible,paydāg,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
269,Dk5_B.csv,26,ačārīg,compelling,ačārīg,ADJ,_,_,16,ccomp,_
276,Dk5_B.csv,5,abēčim,without motivation,abēčim,ADJ,_,_,0,root,_
277,Dk5_B.csv,4,pahikafišnīg,attacking,pahikafišnīg,ADJ,_,_,5,advcl,_
281,Dk5_B.csv,3,mānāg,resembling,mānāg,ADJ,_,_,5,advcl,4:acl
288,Dk5_B.csv,1,paydāg,clear,paydāg,ADJ,_,_,0,root,_
291,Dk5_B.csv,7,ačārīg,inevitable,ačārīg,ADJ,_,_,0,root,_
294,Dk5_B.csv,3,homānāg,similar,homānāg,ADJ,_,_,0,root,_
297,Dk5_B.csv,5,čimīg,reasonable,čimīg,ADJ,_,_,0,root,_
298,Dk5_B.csv,22,paydāg,visible,paydāg,ADJ,_,_,0,root,_
299,Dk5_B.csv,17,widēmāsīg,miraculous,widēmāsīg,ADJ,_,_,6,advcl,_
300,Dk5_B.csv,12,rawāgtar,current,rawāg,ADJ,Degree=Cmp,Degree=Cmp,2,acl,_
306,Dk5_B.csv,17,uzwānīg,language-wise,uzwānīg,ADJ,_,_,18,advcl,_
306,Dk5_B.csv,24,purr_bōzišn,salvific,purr-bōzišn,ADJ,_,_,25,xcomp,23:acl
306,Dk5_B.csv,25,paydāg,obvious,paydāg,ADJ,_,_,0,root,_
308,Dk5_B.csv,3,frahist,most,frahist,ADJ,Degree=Sup,Degree=Sup,7,nsubj,_
308,Dk5_B.csv,12,paydāg,obvious,paydāg,ADJ,_,_,7,advcl,_
312,Dk5_B.csv,14,mādagwartar,authentic,mādagwartar,ADJ,Degree=Cmp,Degree=Cmp,15,xcomp,8:acl
312,Dk5_B.csv,16,čimīg,reasonable,čimīg,ADJ,_,_,0,root,_
315,Dk5_B.csv,4,rawāg,current,rawāg,ADJ,_,_,0,root,_
316,Dk5_B.csv,8,rawāg,distributed,rawāg,ADJ,_,_,9,xcomp,6:acl
317,Dk5_B.csv,9,kāhišnīg,diminishing,kāhišnīg,ADJ,_,_,10,xcomp,8:acl
326,Dk5_B.csv,32,xwastūg,confessing,xwastūg,ADJ,_,_,18,acl:relcl,_
327,Dk5_B.csv,9,gēhānīg,wordly,gēhānīg,ADJ,_,_,10,nmod,_
327,Dk5_B.csv,13,hangirdīg,concise,hangirdīg,ADJ,_,_,0,root,_
329,Dk5_B.csv,4,pahikārišnīg,fighting,pahikārišnīg,ADJ,_,_,5,advcl,1:acl
330,Dk5_B.csv,1,druyistdār,accurate preserving,druyistdār,ADJ,_,_,6,nsubj,_
331,Dk5_B.csv,10,dānāgēnīdār,imparting knowledge,dānāgēnīdār,ADJ,_,_,8,advcl,_
332,Dk5_B.csv,3,paydāg,clear,paydāg,ADJ,_,_,0,root,_
332,Dk5_B.csv,13,wēnābdāg,visible,wēnābdāg,ADJ,_,_,15,obj,14:nsubj:xsubj
332,Dk5_B.csv,14,dānišnīg,knowable,dānišnīg,ADJ,_,_,15,advcl,13:acl
333,Dk5_B.csv,11,wišādag,open,wišādag,ADJ,_,_,0,root,_
334,Dk5_B.csv,16,wirrōyišnīg,believable,wurrawišnīg,ADJ,_,_,21,advcl,12:acl
337,Dk5_B.csv,5,keh,minor,keh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
341,Dk5_B.csv,3,agāmāy,against the wish,agāmāy,ADJ,_,_,21,advcl,2:acl
341,Dk5_B.csv,5,menišnīg,mental,menišnīg,ADJ,_,_,21,advcl,2:acl
343,Dk5_B.csv,8,paydāg,clear,paydāg,ADJ,_,_,0,root,_
344,Dk5_B.csv,10,kam,little,kam,ADJ,_,_,18,advcl,11:acl
344,Dk5_B.csv,23,abēniyāz,unworried,abēniyāz,ADJ,_,_,25,advcl,_
346,Dk5_B.csv,3,mehmāntar,"inhabitant, guest",mehmān,ADJ,Degree=Cmp,Degree=Cmp,5,advcl,_
349,Dk5_B.csv,11,abēpahikār,incontestable,abēpahikār,ADJ,_,_,12,xcomp,_
350,Dk5_B.csv,19,ǰudāg,separate,ǰudāg,ADJ,_,_,20,xcomp,_
351,Dk5_B.csv,17,grāytar,severe,grāytar,ADJ,Degree=Cmp,Degree=Cmp,18,nsubj,_
352,Dk5_B.csv,19,petyāragtom,wicked,petyārag,ADJ,Degree=Sup,Degree=Sup,0,root,_
355,Dk5_B.csv,10,paydāg,clear,paydāg,ADJ,_,_,6,advcl,_
356,Dk5_B.csv,1,mānāg,resembling,mānāg,ADJ,_,_,0,root,_
358,Dk5_B.csv,3,tāštīg,certain,tāštīg,ADJ,_,_,4,xcomp,2:acl
359,Dk5_B.csv,3,wirrōyišnīg,believable,wurrawišnīg,ADJ,_,_,4,xcomp,_
359,Dk5_B.csv,23,paydāg,clear,paydāg,ADJ,_,_,18,acl:relcl,_
360,Dk5_B.csv,24,gētīyīg,worldly,gētīyīg,ADJ,_,_,29,advcl,18:acl
362,Dk5_B.csv,6,abēzagtar,holy,abēzag,ADJ,Degree=Cmp,Degree=Cmp,1,acl:relcl,_
366,Dk5_B.csv,5,škeft,odd,škeft,ADJ,_,_,6,advcl,2:acl
366,Dk5_B.csv,31,mehmāntar,present,mehmān,ADJ,Degree=Cmp,Degree=Cmp,32,xcomp,28:acl|30:acl
366,Dk5_B.csv,32,hupaydāg,clearly visible,hupaydāg,ADJ,Typo=Yes,Typo=Yes,25,acl:relcl,_
367,Dk5_B.csv,29,gumānīg,doubtful,gumānīg,ADJ,_,_,0,root,_
371,Dk5_B.csv,4,abāz_dwārišnīg,retreating,abāz-dwārišnīg,ADJ,_,_,5,xcomp,_
374,Dk5_B.csv,5,paydāg,apparent,paydāg,ADJ,_,_,9,advcl,_
374,Dk5_B.csv,8,abar_gugāy,testified,abar-gugāy,ADJ,_,_,5,advcl,_
376,Dk5_B.csv,4,zišt,indecent,zišt,ADJ,_,_,5,advcl,3:acl
378,Dk5_B.csv,16,rōšn,clear,rōšn,ADJ,_,_,0,root,_
379,Dk5_B.csv,21,wizendīg,harmful,wizendīg,ADJ,_,_,17,nmod,_
384,Dk5_B.csv,12,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,13,advcl,9:acl
385,Dk5_B.csv,4,zišt,indecent,zišt,ADJ,_,_,5,advcl,3:acl
389,Dk5_B.csv,5,dūr,far,dūr,ADJ,_,_,6,advcl,2:acl
389,Dk5_B.csv,31,ēzišnīg,ritual,ēzišnīg,ADJ,_,_,35,xcomp,22:acl
390,Dk5_B.csv,4,pāk,clean,pāk,ADJ,_,_,5,advcl,_
396,Dk5_B.csv,21,passandišnīg,to be approved,passandišnīg,ADJ,_,_,0,root,_
398,Dk5_B.csv,28,paydāg,clear,paydāg,ADJ,_,_,31,advcl,_
398,Dk5_B.csv,29,škeft,extraordinary,škeft,ADJ,_,_,31,xcomp,_
401,Dk5_B.csv,37,mādayān,essential,mādayān,ADJ,_,_,32,acl:relcl,_
403,Dk5_B.csv,30,kam,minor,kam,ADJ,_,_,25,acl:relcl,_
405,Dk5_B.csv,6,pāk,clean,pāk,ADJ,_,_,7,advcl,5:acl
407,Dk5_B.csv,12,mādayān,essential,mādayān,ADJ,_,_,0,root,_
414,Dk5_B.csv,17,wardišnīg,changeable,wardišnīg,ADJ,_,_,9,acl:relcl,_
419,Dk5_B.csv,23,čimīg,reasonable,čimīg,ADJ,_,_,0,root,_
421,Dk5_B.csv,9,kamīg,irrelevant,kamīg,ADJ,_,_,0,root,_
424,Dk5_B.csv,19,homānāg,similar,homānāg,ADJ,_,_,26,advcl,16:acl
426,Dk5_B.csv,2,xunak,happy,xunak,ADJ,Typo=Yes,Typo=Yes,0,root,_
426,Dk5_B.csv,11,āgāh,aware,āgāh,ADJ,_,_,5,acl:relcl,_
1,Dk7-B.csv,9,mazdēsn,Mazdean,mazdēsn,ADJ,_,_,8,nmod,_
2,Dk7-B.csv,14,warzāwand,miraculous,warzāwand,ADJ,_,_,17,nsubj,_
3,Dk7-B.csv,51,čimīg,reasonable,čimīg,ADJ,_,_,0,root,_
7,Dk7-B.csv,2,niyāzag,binding,niyāzag,ADJ,Typo=Yes,Typo=Yes,0,root,_
10,Dk7-B.csv,4,niyāzag,necessary,niyāzag,ADJ,_,_,0,root,_
10,Dk7-B.csv,7,nēk,good,nēk,ADJ,_,_,4,acl:relcl,_
11,Dk7-B.csv,11,pahlom,excellent,pahlom,ADJ,Degree=Sup,Degree=Sup,12,nsubj,_
12,Dk7-B.csv,1,pahlom,excellent,pahlom,ADJ,Degree=Sup,Degree=Sup,0,root,_
13,Dk7-B.csv,9,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
15,Dk7-B.csv,2,dahišnīg,worthy of giving,dahišnīg,ADJ,_,_,0,root,_
15,Dk7-B.csv,4,paywandīg,relation,paywandīg,ADJ,_,_,2,obl,_
15,Dk7-B.csv,9,frēzwānīg,obligatory,frēzwānīg,ADJ,_,_,2,acl:relcl,_
17,Dk7-B.csv,5,weh_dēn,good religion,weh-dēn,ADJ,_,_,6,obl,_
17,Dk7-B.csv,6,paydāg,visible,paydāg,ADJ,_,_,0,root,_
17,Dk7-B.csv,12,aršuxt,rightly spoken,arešuxt,ADJ,_,_,11,nmod,_
18,Dk7-B.csv,32,abāyišnīg,binding,abāyišnīg,ADJ,_,_,0,root,_
19,Dk7-B.csv,12,abardarīg,of higher,abardarīg,ADJ,_,_,10,nmod,_
19,Dk7-B.csv,19,weh_dēn,good religion,weh-dēn,ADJ,_,_,20,obl,_
19,Dk7-B.csv,20,paydāg,visible,paydāg,ADJ,_,_,0,root,_
19,Dk7-B.csv,27,ōšmurdag,enumerated,ōšmurdag,ADJ,_,_,20,advcl,_
20,Dk7-B.csv,19,paydāg,visible,paydāg,ADJ,_,_,0,root,_
20,Dk7-B.csv,43,astōmand,corporeal,astōmand,ADJ,_,_,34,nmod,_
26,Dk7-B.csv,5,paydāg,visible,paydāg,ADJ,_,_,0,root,_
27,Dk7-B.csv,4,weh_dēn,the good religion,weh-dēn,ADJ,_,_,5,obl,_
